5.76, 3.78, 0.72, 1.2
16.80, 3.78, 0.72, 1.2
27.84, 3.78, 0.72, 1.2
38.88, 3.78, 0.72, 1.2
49.92, 3.78, 0.72, 1.2
60.96, 3.78, 0.72, 1.2
72.00, 3.78, 0.72, 1.2
83.04, 3.78, 0.72, 1.2
94.08, 3.78, 0.72, 1.2
105.12, 3.78, 0.72, 1.2
116.16, 3.78, 0.72, 1.2
127.20, 3.78, 0.72, 1.2
138.24, 3.78, 0.72, 1.2
149.28, 3.78, 0.72, 1.2
160.32, 3.78, 0.72, 1.2
